time,PWM0,PWM1,PWM2,PWM3,ActivationTime
9.495000,38539,38752,38515,38711,0.016953
9.500000,38388,38784,38803,38793,0.016955
9.505000,38463,39052,38429,38466,0.016842
9.510000,38587,38836,38511,38665,0.018200
9.515000,38477,38999,38573,38509,0.016549
9.520000,38454,39045,38443,38394,0.016773
9.525000,38337,38902,38662,38618,0.016751
9.530000,38591,38733,38514,38837,0.016969
9.535000,38562,38976,38465,38527,0.017076
9.540000,38447,38918,38566,38597,0.016810
9.545000,38480,38988,38544,38545,0.016782
9.550000,38501,39031,38420,38404,0.016746
9.555000,38394,38807,38705,38598,0.016798
9.560000,38505,38957,38428,38573,0.016972
9.565000,38520,38945,38470,38561,0.016715
9.570000,38425,38832,38625,38725,0.016738
9.575000,38445,39000,38472,38543,0.016604
9.580000,38581,38874,38495,38561,0.016819
9.585000,38498,39045,38446,38336,0.016891
9.590000,38353,38943,38567,38693,0.017084
9.595000,38586,38974,38396,38446,0.016619
9.600000,38460,38772,38660,38731,0.016971
9.605000,38545,39061,38335,38419,0.016856
9.610000,38392,38790,38710,38629,0.016893
9.615000,38422,38913,38541,38652,0.016862
9.620000,38524,38906,38478,38499,0.016793
9.625000,38276,38905,38700,38682,0.017195
9.630000,38636,38986,38387,38553,0.016760
9.635000,38506,38933,38609,38599,0.017193
9.640000,38451,39007,38588,38547,0.016883
9.645000,38614,38972,38292,38466,0.016998
9.650000,38229,38889,38761,38760,0.016884
9.655000,38694,39010,38300,38479,0.017010
9.660000,38490,39086,38445,38320,0.016826
9.665000,38319,38838,38729,38645,0.016766
9.670000,38484,38867,38516,38724,0.016764
9.675000,38469,38811,38657,38667,0.016695
9.680000,38530,39024,38431,38435,0.016984
9.685000,38504,38737,38633,38830,0.017133
9.690000,38449,39068,38559,38495,0.016842
9.695000,38602,39060,38351,38317,0.016823
9.700000,38546,38878,38443,38641,0.016728
9.705000,38472,38907,38546,38664,0.016685
9.710000,38420,38842,38588,38769,0.016629
9.715000,38571,39022,38430,38484,0.016801
9.720000,38493,38976,38586,38526,0.016826
9.725000,38452,39010,38523,38561,0.016785
9.730000,38455,39116,38516,38294,0.016850
9.735000,38505,38826,38509,38704,0.016784
9.740000,38561,38906,38455,38493,0.017018
9.745000,38339,38882,38686,38775,0.016832
9.750000,38592,38825,38484,38699,0.017173
9.755000,38454,39069,38573,38370,0.016656
9.760000,38431,38920,38679,38681,0.016957
9.765000,38494,38995,38434,38514,0.016665
9.770000,38529,38812,38557,38695,0.018347
9.775000,38445,38982,38637,38520,0.016810
9.780000,38562,38718,38592,38883,0.016639
9.785000,38626,39049,38390,38466,0.016855
9.790000,38412,38866,38757,38777,0.017047
9.795000,38644,39148,38249,38491,0.016810
9.800000,38561,38971,38509,38379,0.016689
9.805000,38351,38926,38623,38619,0.016697
9.810000,38422,38810,38691,38740,0.016724
9.815000,38574,38925,38467,38581,0.016724
9.820000,38510,38928,38557,38481,0.017156
9.825000,38419,38746,38688,38671,0.016714
9.830000,38464,38829,38515,38788,0.016792
9.835000,38571,39084,38392,38400,0.016689
9.840000,38439,38785,38610,38861,0.016639
9.845000,38500,39151,38351,38358,0.016702
9.850000,38570,38722,38607,38650,0.016852
9.855000,38437,38986,38580,38565,0.016610
9.860000,38509,39046,38498,38420,0.016853
9.865000,38465,38857,38532,38662,0.016581
9.870000,38559,39061,38323,38540,0.016725
9.875000,38563,38788,38612,38746,0.016534
9.880000,38613,39038,38356,38451,0.016604
9.885000,38612,38828,38448,38522,0.016518
9.890000,38259,38726,38850,38902,0.016715
9.895000,38482,38987,38486,38569,0.016607
9.900000,38613,38924,38465,38644,0.016598
9.905000,38585,39017,38448,38458,0.016603
9.910000,38423,38804,38680,38679,0.016739
9.915000,38440,38884,38585,38693,0.017350
9.920000,38496,39105,38437,38439,0.017227
9.925000,38578,38757,38553,38769,0.016829
9.930000,38609,38951,38305,38468,0.017221
9.935000,38410,38873,38686,38529,0.016944
9.940000,38365,38986,38564,38556,0.016580
9.945000,38330,38652,38782,39023,0.016815
9.950000,38756,39077,38189,38296,0.016806
9.955000,38487,38906,38620,38511,0.016602
9.960000,38406,39010,38472,38467,0.016708
9.965000,38286,38848,38719,38681,0.016835
9.970000,38489,38745,38636,38815,0.017051
9.975000,38590,39009,38403,38332,0.016850
9.980000,38457,38681,38582,38890,0.017020
9.985000,38576,39048,38421,38463,0.016743
9.990000,38418,38845,38717,38594,0.016685
9.995000,38533,39015,38458,38541,0.016799
10.000000,38448,38928,38573,38681,0.016908
10.005000,38560,39072,38376,38293,0.016904
10.010000,38480,38842,38574,38649,0.016880
10.015000,38416,38905,38570,38616,0.016723
10.020000,38547,38868,38498,38676,0.016639
10.025000,38365,39009,38625,38552,0.016730
10.030000,38492,38790,38560,38825,0.016853
10.035000,38553,38948,38504,38480,0.016771
10.040000,38458,39135,38495,38290,0.016697
10.045000,38388,38708,38771,38776,0.017366
10.050000,38537,38880,38420,38748,0.016728
10.055000,38584,39050,38380,38454,0.018344
10.060000,38494,38845,38631,38591,0.016817
10.065000,38384,38866,38677,38680,0.016600
10.070000,38487,39073,38460,38421,0.016636
10.075000,38461,38944,38547,38589,0.016563
10.080000,38363,38782,38740,38728,0.017042
10.085000,38576,38983,38364,38601,0.016723
10.090000,38548,38939,38505,38551,0.016731
10.095000,38521,38960,38454,38503,0.016588
10.100000,38524,38820,38589,38468,0.017076
10.105000,38319,38890,38680,38700,0.016640
10.110000,38486,38837,38564,38640,0.016615
10.115000,38622,38907,38455,38634,0.016544
10.120000,38450,39047,38429,38691,0.016793
10.125000,38434,38830,38653,38662,0.016499
10.130000,38543,39016,38431,38417,0.016584
10.135000,38516,38791,38588,38640,0.016742
10.140000,38581,38841,38473,38630,0.016524
10.145000,38395,39005,38619,38373,0.016836
10.150000,38522,38795,38523,38733,0.016811
10.155000,38472,38783,38635,38823,0.016895
10.160000,38556,39046,38356,38475,0.016842
10.165000,38442,39065,38483,38276,0.016948
10.170000,38290,38769,38790,38773,0.016555
10.175000,38530,38871,38497,38693,0.016904
10.180000,38591,38829,38413,38596,0.016578
10.185000,38484,38886,38678,38672,0.016502
10.190000,38479,38866,38532,38701,0.016654
10.195000,38535,38958,38480,38520,0.016683
10.200000,38555,38846,38523,38653,0.016544
10.205000,38458,39108,38410,38357,0.016717
10.210000,38367,38756,38775,38722,0.016572
10.215000,38559,38804,38570,38794,0.016825
10.220000,38454,39025,38635,38506,0.016812
10.225000,38519,38869,38552,38656,0.016920
10.230000,38499,38991,38550,38466,0.016783
10.235000,38524,38850,38543,38766,0.016701
10.240000,38617,38936,38408,38532,0.016589
10.245000,38542,38638,38754,39001,0.016807
10.250000,38543,39189,38417,38259,0.016900
10.255000,38387,39039,38566,38546,0.017140
10.260000,38557,38782,38532,38682,0.016650
10.265000,38433,38917,38592,38800,0.016993
10.270000,38597,39001,38385,38396,0.016801
10.275000,38326,38818,38803,38775,0.016988
10.280000,38464,38902,38567,38596,0.016725
10.285000,38550,39057,38475,38386,0.016823
10.290000,38485,38764,38617,38837,0.016669
10.295000,38641,39058,38386,38309,0.016689
10.300000,38311,39001,38659,38481,0.016943
10.305000,38579,38770,38520,38792,0.016804
10.310000,38549,38997,38457,38514,0.016617
10.315000,38374,38819,38763,38740,0.016433
10.320000,38530,38890,38543,38607,0.016808
10.325000,38575,39011,38321,38516,0.016818
10.330000,38448,38845,38584,38618,0.016571
10.335000,38410,38944,38627,38592,0.016812
10.340000,38657,38869,38450,38700,0.016878
10.345000,38493,38977,38591,38491,0.018304
10.350000,38479,38902,38630,38552,0.017297
10.355000,38542,39053,38341,38510,0.016713
10.360000,38351,38726,38831,38819,0.016542
10.365000,38613,39009,38336,38591,0.016745
10.370000,38528,39075,38425,38255,0.016862
10.375000,38315,38720,38836,38864,0.016822
10.380000,38547,39016,38489,38508,0.016879
10.385000,38579,39004,38441,38528,0.016651
10.390000,38505,38912,38445,38570,0.017114
10.395000,38467,38692,38600,38886,0.016923
10.400000,38561,38922,38570,38451,0.016751
10.405000,38462,38848,38651,38707,0.016590
10.410000,38475,38941,38592,38526,0.016866
10.415000,38607,38748,38513,38777,0.016625
10.420000,38537,39085,38388,38329,0.016656
10.425000,38326,38745,38752,38870,0.016667
10.430000,38547,38872,38550,38552,0.016602
10.435000,38427,38973,38556,38602,0.016770
10.440000,38531,38932,38562,38575,0.016598
10.445000,38392,38819,38693,38829,0.016739
10.450000,38710,38962,38378,38466,0.017065
10.455000,38449,38891,38588,38675,0.017026
10.460000,38451,38973,38545,38591,0.016670
10.465000,38575,38902,38523,38511,0.016655
10.470000,38414,38853,38710,38800,0.016680
10.475000,38544,38870,38522,38731,0.016978
10.480000,38574,39000,38516,38400,0.016791
10.485000,38460,38986,38538,38600,0.016688
10.490000,38521,38938,38542,38583,0.016779
10.495000,38413,38874,38699,38613,0.016759
10.500000,38696,38860,38376,38619,0.017006
10.505000,38443,38849,38689,38797,0.016751
10.510000,38537,39028,38572,38434,0.016800
10.515000,38447,38854,38676,38642,0.017254
10.520000,38466,38952,38424,38677,0.016749
10.525000,38536,38878,38543,38524,0.017012
10.530000,38605,38869,38488,38776,0.016761
10.535000,38553,39004,38465,38536,0.016870
10.540000,38456,38743,38803,38682,0.016995
10.545000,38547,38968,38382,38636,0.016646
10.550000,38406,38907,38633,38526,0.016662
10.555000,38432,38894,38657,38616,0.017439
10.560000,38561,38853,38521,38767,0.016568
10.565000,38530,38933,38620,38550,0.016756
10.570000,38570,38941,38486,38510,0.016787
10.575000,38323,38987,38571,38592,0.016696
10.580000,38419,38816,38695,38659,0.016749
10.585000,38636,38861,38498,38723,0.016660
10.590000,38464,38907,38618,38526,0.016863
10.595000,38600,38937,38357,38724,0.017034
10.600000,38486,38992,38613,38447,0.016879
10.605000,38313,38918,38762,38663,0.016563
10.610000,38583,38943,38474,38632,0.016686
10.615000,38638,39024,38432,38540,0.017199
10.620000,38490,38823,38769,38674,0.016930
10.625000,38571,39126,38331,38447,0.016896
10.630000,38442,38693,38705,38880,0.016698
10.635000,38660,39095,38376,38356,0.018644
10.640000,38361,38952,38682,38515,0.016817
10.645000,38473,38922,38566,38712,0.016744
10.650000,38667,38901,38438,38596,0.016531
10.655000,38390,38885,38783,38634,0.016754
10.660000,38513,38818,38571,38910,0.016889
10.665000,38583,38982,38486,38564,0.016964
10.670000,38465,38888,38546,38581,0.016970
10.675000,38515,38954,38564,38442,0.016773
10.680000,38463,38878,38706,38558,0.016950
10.685000,38441,38881,38644,38691,0.016694
10.690000,38516,38916,38531,38641,0.016758
10.695000,38443,39015,38534,38410,0.016907
10.700000,38471,38855,38581,38714,0.016575
10.705000,38559,39066,38329,38360,0.017004
10.710000,38496,38702,38682,38762,0.016906
10.715000,38479,38888,38633,38580,0.016805
10.720000,38428,38824,38756,38691,0.016665
10.725000,38489,39064,38399,38522,0.016981
10.730000,38458,38841,38596,38684,0.016478
10.735000,38442,38995,38526,38525,0.016676
10.740000,38596,38915,38524,38591,0.016564
10.745000,38531,38923,38569,38468,0.016675
10.750000,38534,38713,38571,38881,0.016681
10.755000,38560,38969,38459,38519,0.016439
10.760000,38527,38950,38558,38501,0.016641
10.765000,38482,38726,38689,38884,0.016792
10.770000,38486,38987,38546,38567,0.017291
10.775000,38537,39072,38368,38534,0.016869
10.780000,38504,38708,38754,38828,0.016898
10.785000,38613,38887,38504,38557,0.016744
10.790000,38445,38922,38583,38542,0.016621
10.795000,38496,38964,38486,38671,0.016939
10.800000,38407,38765,38694,38691,0.016534
10.805000,38624,38853,38570,38574,0.016615
10.810000,38485,38749,38773,38910,0.016562
10.815000,38440,39171,38430,38327,0.016693
10.820000,38516,38862,38551,38591,0.016461
10.825000,38384,38842,38696,38722,0.016809
10.830000,38372,38938,38665,38575,0.016659
10.835000,38519,38734,38699,38847,0.016432
10.840000,38537,39016,38538,38614,0.016750
10.845000,38678,39027,38334,38426,0.016595
10.850000,38422,38871,38685,38509,0.016696
10.855000,38441,38776,38654,38760,0.016437
10.860000,38590,38989,38427,38430,0.016686
10.865000,38428,38936,38594,38547,0.016660
10.870000,38392,38811,38644,38789,0.017148
10.875000,38549,38919,38479,38590,0.016501
10.880000,38370,38850,38718,38716,0.016529
10.885000,38664,38900,38430,38605,0.016939
10.890000,38425,38996,38547,38456,0.016771
10.895000,38449,38809,38695,38793,0.016945
10.900000,38462,39001,38559,38511,0.016717
10.905000,38579,38790,38604,38661,0.017062
10.910000,38556,39024,38321,38457,0.016843
10.915000,38478,38696,38769,38678,0.016607
10.920000,38406,39048,38488,38508,0.018808
10.925000,38501,38802,38603,38658,0.016776
10.930000,38497,38839,38512,38754,0.016761
10.935000,38558,38944,38473,38506,0.016717
10.940000,38455,38979,38546,38567,0.016807
10.945000,38453,38787,38733,38737,0.016803
10.950000,38579,39047,38389,38507,0.016577
10.955000,38538,38791,38651,38733,0.016754
10.960000,38483,39003,38597,38452,0.016675
10.965000,38523,38923,38473,38646,0.016698
10.970000,38512,38771,38582,38782,0.016723
10.975000,38575,39071,38433,38307,0.016576
10.980000,38459,38767,38665,38799,0.016679
10.985000,38512,38909,38639,38596,0.016603
10.990000,38595,38981,38471,38575,0.016580
10.995000,38498,39006,38510,38585,0.018156
11.000000,38444,38842,38650,38661,0.016630
11.005000,38569,39006,38483,38506,0.016635
11.010000,38524,38882,38560,38578,0.016483
11.015000,38427,38747,38734,38833,0.016907
11.020000,38447,38937,38567,38568,0.016761
11.025000,38496,38941,38626,38529,0.016637
11.030000,38534,38844,38577,38633,0.016884
11.035000,38480,38981,38508,38621,0.016615
11.040000,38447,38928,38578,38519,0.016617
11.045000,38525,38886,38522,38550,0.016655
11.050000,38501,38956,38550,38613,0.016474
11.055000,38560,38789,38557,38713,0.016793
11.060000,38382,38932,38671,38578,0.016684
11.065000,38603,38951,38423,38597,0.016650
11.070000,38518,38986,38464,38524,0.016595
11.075000,38582,38831,38588,38507,0.016800
11.080000,38363,38976,38507,38581,0.016763
11.085000,38465,38876,38567,38633,0.016596
11.090000,38523,38822,38523,38813,0.016859
11.095000,38505,38920,38509,38586,0.016735
11.100000,38500,38954,38517,38603,0.016802
11.105000,38536,38967,38489,38444,0.016679
11.110000,38589,38718,38663,38789,0.016872
11.115000,38656,39144,38286,38229,0.016833
11.120000,38414,38706,38814,38829,0.016783
11.125000,38529,38982,38445,38414,0.016796
11.130000,38378,38890,38656,38653,0.016807
11.135000,38474,38822,38630,38722,0.016855
11.140000,38572,38802,38551,38683,0.016593
11.145000,38567,38849,38452,38709,0.016730
11.150000,38535,38952,38468,38464,0.016611
11.155000,38466,38851,38618,38745,0.016671
11.160000,38374,38950,38664,38588,0.017020
11.165000,38596,38818,38554,38745,0.016715
11.170000,38608,38938,38559,38344,0.016869
11.175000,38338,38780,38761,38816,0.016899
11.180000,38440,38990,38480,38518,0.016687
11.185000,38454,38778,38775,38874,0.016841
11.190000,38699,38968,38350,38483,0.016845
11.195000,38440,38868,38674,38696,0.016833
11.200000,38563,38891,38543,38637,0.016633
11.205000,38576,38883,38463,38606,0.016836
11.210000,38485,38762,38712,38726,0.018634
11.215000,38432,39104,38542,38544,0.016838
11.220000,38531,38983,38508,38459,0.016539
11.225000,38482,38875,38548,38632,0.016462
11.230000,38414,39074,38555,38401,0.017780
11.235000,38501,38723,38669,38810,0.016821
11.240000,38590,39004,38445,38519,0.016781
11.245000,38544,38784,38589,38687,0.016677
11.250000,38494,38998,38569,38446,0.016645
11.255000,38538,38904,38517,38638,0.016538
11.260000,38551,38881,38466,38819,0.017043
11.265000,38563,38884,38545,38457,0.017234
11.270000,38422,38933,38591,38626,0.016586
11.275000,38462,38711,38739,38890,0.016900
11.280000,38640,38962,38433,38502,0.016656
11.285000,38560,39065,38416,38446,0.016728
11.290000,38416,38699,38791,38919,0.016904
11.295000,38628,39063,38387,38548,0.016940
11.300000,38590,38853,38519,38594,0.017223
11.305000,38469,38952,38600,38542,0.016611
11.310000,38641,38945,38468,38402,0.017093
11.315000,38456,38786,38712,38770,0.016783
11.320000,38504,38991,38493,38509,0.016715
11.325000,38596,38900,38440,38674,0.016863
11.330000,38510,38933,38554,38522,0.016817
11.335000,38452,38707,38790,38832,0.016872
11.340000,38498,38965,38579,38661,0.016827
11.345000,38531,38847,38588,38545,0.016755
11.350000,38390,38968,38624,38678,0.016924
11.355000,38615,39074,38381,38497,0.016870
11.360000,38567,38797,38616,38636,0.017149
11.365000,38464,39041,38505,38482,0.017179
11.370000,38580,38771,38511,38780,0.017111
11.375000,38563,38925,38493,38594,0.016931
11.380000,38529,38836,38580,38621,0.016896
11.385000,38505,38984,38524,38557,0.016796
11.390000,38508,38841,38655,38675,0.016770
11.395000,38639,39066,38305,38327,0.016864
11.400000,38527,38762,38600,38727,0.016675
11.405000,38561,38803,38507,38725,0.016681
11.410000,38465,38860,38657,38592,0.016568
11.415000,38418,38865,38587,38689,0.017041
11.420000,38514,38907,38538,38640,0.016546
11.425000,38442,38830,38680,38660,0.016616
11.430000,38400,39084,38466,38416,0.016581
11.435000,38478,38799,38623,38750,0.016854
11.440000,38623,38842,38504,38473,0.017074
11.445000,38347,38782,38748,38846,0.016604
11.450000,38797,38927,38328,38509,0.016681
11.455000,38540,38899,38587,38592,0.016972
11.460000,38458,38851,38673,38812,0.016527
11.465000,38584,38868,38617,38682,0.016603
11.470000,38535,39072,38448,38382,0.016656
11.475000,38440,38960,38664,38562,0.016732
11.480000,38513,38757,38600,38742,0.016646
11.485000,38557,38785,38578,38781,0.016803
11.490000,38454,38992,38560,38452,0.016894
11.495000,38576,38898,38406,38606,0.018849
11.500000,38556,38749,38637,38818,0.016853
11.505000,38538,38831,38617,38599,0.016776
11.510000,38553,38985,38466,38563,0.016540
11.515000,38504,38846,38495,38663,0.016754
11.520000,38372,39073,38699,38373,0.016811
11.525000,38612,38846,38472,38770,0.016928
11.530000,38590,38851,38554,38720,0.016578
11.535000,38473,39127,38440,38525,0.016771
11.540000,38611,38942,38464,38437,0.016718
11.545000,38511,38809,38646,38606,0.016730
11.550000,38617,38808,38551,38657,0.016815
11.555000,38397,39027,38629,38438,0.016778
11.560000,38530,38734,38598,38904,0.016720
11.565000,38696,39006,38311,38549,0.016785
11.570000,38428,38802,38788,38614,0.016734
11.575000,38522,38879,38625,38859,0.016744
11.580000,38652,39092,38312,38422,0.016856
11.585000,38546,38844,38598,38734,0.016794
11.590000,38661,39040,38414,38421,0.016685
11.595000,38485,38928,38611,38581,0.016699
11.600000,38501,38966,38529,38664,0.016577
11.605000,38600,38825,38515,38718,0.016696
11.610000,38463,38953,38643,38570,0.016928
11.615000,38625,38902,38477,38548,0.016600
11.620000,38566,38959,38434,38522,0.016732
11.625000,38441,38684,38763,38778,0.016532
11.630000,38515,38929,38541,38579,0.016994
11.635000,38507,38977,38509,38494,0.016700
11.640000,38465,38901,38568,38701,0.016822
11.645000,38523,38695,38735,38905,0.016758
11.650000,38618,39076,38419,38502,0.016863
11.655000,38661,38862,38538,38529,0.016689
11.660000,38539,39003,38384,38521,0.017125
11.665000,38462,38777,38676,38630,0.016572
11.670000,38417,39009,38570,38552,0.016544
11.675000,38522,38814,38613,38668,0.016511
11.680000,38597,38965,38399,38484,0.016849
11.685000,38417,38786,38671,38883,0.016756
11.690000,38805,38818,38412,38539,0.017368
11.695000,38389,38858,38726,38741,0.016626
11.700000,38491,39005,38508,38537,0.016668
11.705000,38564,38938,38402,38634,0.016597
11.710000,38603,38826,38556,38660,0.016563
11.715000,38516,38985,38517,38407,0.016568
11.720000,38370,38925,38679,38714,0.016707
11.725000,38543,38781,38599,38820,0.016635
11.730000,38478,39022,38570,38558,0.016860
11.735000,38648,38841,38527,38612,0.016641
11.740000,38605,38877,38616,38664,0.016727
11.745000,38610,38939,38405,38685,0.016618
11.750000,38558,38976,38497,38474,0.016653
11.755000,38352,38769,38904,38737,0.016698
11.760000,38537,39087,38452,38576,0.016806
11.765000,38576,38870,38476,38575,0.016701
11.770000,38553,38907,38546,38581,0.016527
11.775000,38609,38771,38601,38580,0.016583
11.780000,38373,38931,38683,38797,0.016906
11.785000,38557,38946,38542,38470,0.018367
11.790000,38604,38814,38512,38818,0.016880
11.795000,38661,38940,38417,38501,0.016858
11.800000,38417,38828,38747,38627,0.016712
11.805000,38521,38957,38535,38672,0.016629
11.810000,38579,38903,38508,38582,0.017132
11.815000,38380,38951,38669,38508,0.016788
11.820000,38656,38833,38509,38792,0.016562
11.825000,38667,38797,38563,38572,0.016769
11.830000,38458,38781,38578,38810,0.016649
11.835000,38551,38979,38515,38463,0.016600
11.840000,38519,38940,38536,38513,0.016569
11.845000,38468,38908,38557,38634,0.016705
11.850000,38477,38852,38699,38715,0.016719
11.855000,38546,38918,38367,38691,0.016576
11.860000,38574,38822,38600,38530,0.016841
11.865000,38459,38757,38762,38776,0.016871
11.870000,38550,39028,38420,38428,0.016697
11.875000,38486,38749,38755,38745,0.016644
11.880000,38526,39151,38417,38431,0.016864
11.885000,38616,38722,38661,38729,0.016805
11.890000,38453,38968,38572,38571,0.016613
11.895000,38491,38878,38540,38727,0.016534
11.900000,38529,38912,38550,38622,0.016713
11.905000,38517,38729,38676,38857,0.016775
11.910000,38586,39124,38375,38301,0.016946
11.915000,38482,38856,38593,38636,0.016581
11.920000,38299,38842,38779,38768,0.016712
11.925000,38684,39002,38321,38341,0.016771
11.930000,38508,38732,38684,38837,0.016505
11.935000,38504,38824,38659,38591,0.016616
11.940000,38593,38924,38413,38528,0.016700
11.945000,38307,38921,38716,38692,0.016523
11.950000,38614,38836,38534,38648,0.016528
11.955000,38530,38825,38577,38779,0.016712
11.960000,38538,39043,38507,38431,0.016711
11.965000,38500,38906,38549,38627,0.016600
11.970000,38467,38895,38646,38589,0.016692
11.975000,38626,38862,38487,38630,0.016624
11.980000,38563,38938,38553,38615,0.016586
11.985000,38541,38926,38554,38504,0.016874
11.990000,38374,38812,38683,38929,0.016798
11.995000,38543,39091,38431,38373,0.016775
12.000000,38593,38860,38532,38697,0.016571
12.005000,38514,38936,38533,38467,0.016760
12.010000,38427,38826,38755,38607,0.016538
12.015000,38516,38923,38445,38722,0.016630
12.020000,38478,38900,38693,38672,0.016676
12.025000,38555,38953,38581,38566,0.016579
12.030000,38643,38927,38430,38417,0.016883
12.035000,38425,38971,38543,38590,0.016620
12.040000,38396,38805,38727,38677,0.016718
12.045000,38603,38689,38622,38977,0.016666
12.050000,38600,39275,38297,38199,0.016970
12.055000,38562,38780,38622,38596,0.016653
12.060000,38402,38738,38801,38735,0.016736
12.065000,38549,38800,38625,38792,0.016569
12.070000,38542,39105,38456,38529,0.016710
12.075000,38567,38978,38496,38492,0.018459
12.080000,38375,38935,38692,38592,0.016901
12.085000,38631,38791,38596,38661,0.016739
12.090000,38561,38887,38537,38685,0.016439
12.095000,38445,38938,38613,38627,0.017000
12.100000,38550,38819,38582,38700,0.016698
12.105000,38571,38866,38598,38712,0.016706
12.110000,38541,39143,38384,38387,0.016779
12.115000,38552,38784,38612,38582,0.016590
12.120000,38420,38852,38686,38820,0.016612
12.125000,38577,39020,38341,38485,0.016806
12.130000,38544,38740,38635,38649,0.016912
12.135000,38632,38840,38572,38641,0.016873
12.140000,38410,38979,38669,38532,0.016800
12.145000,38571,38797,38610,38703,0.016632
12.150000,38415,38944,38652,38616,0.016485
12.155000,38556,39090,38421,38335,0.016618
12.160000,38468,38665,38647,39028,0.017565
12.165000,38523,38980,38609,38484,0.016732
12.170000,38601,38833,38564,38745,0.016892
12.175000,38439,38910,38729,38478,0.016577
12.180000,38461,38820,38649,38791,0.016621
12.185000,38599,38865,38535,38701,0.016778
12.190000,38538,39237,38407,38236,0.016925
12.195000,38504,38768,38753,38726,0.016801
12.200000,38598,38915,38503,38633,0.017393
12.205000,38504,39040,38476,38474,0.016652
12.210000,38485,38796,38688,38878,0.016562
12.215000,38607,39010,38463,38410,0.016614
12.220000,38402,38837,38708,38643,0.016764
12.225000,38518,38969,38515,38513,0.016613
12.230000,38566,38854,38506,38726,0.016690
12.235000,38457,38956,38579,38467,0.016538
12.240000,38544,38775,38628,38696,0.016843
12.245000,38479,38865,38572,38722,0.016916
12.250000,38501,38852,38607,38665,0.016547
12.255000,38532,39061,38486,38465,0.016892
12.260000,38464,38813,38619,38767,0.016816
12.265000,38475,38890,38599,38585,0.016705
12.270000,38561,38814,38618,38717,0.016696
12.275000,38518,39165,38454,38360,0.016913
12.280000,38460,38831,38741,38687,0.016737
12.285000,38633,38986,38452,38494,0.016837
12.290000,38503,38767,38682,38814,0.016802
12.295000,38587,38965,38557,38511,0.017104
12.300000,38505,38987,38528,38520,0.016822
12.305000,38467,38794,38793,38630,0.016715
12.310000,38513,39039,38394,38471,0.017057
12.315000,38361,38651,38898,38875,0.016917
12.320000,38618,38935,38461,38681,0.018097
12.325000,38623,38922,38581,38549,0.016886
12.330000,38525,38989,38497,38454,0.016889
12.335000,38443,38863,38681,38782,0.016648
12.340000,38604,38922,38490,38629,0.016552
12.345000,38465,39046,38542,38543,0.016866
12.350000,38518,38870,38581,38626,0.016787
12.355000,38677,38884,38484,38544,0.016882
12.360000,38427,38856,38683,38821,0.018060
12.365000,38574,39075,38423,38383,0.016882
12.370000,38567,38819,38644,38698,0.016807
12.375000,38509,39065,38429,38521,0.017201
12.380000,38515,38875,38521,38517,0.016525
12.385000,38463,38752,38769,38679,0.016934
12.390000,38510,39000,38511,38481,0.016675
12.395000,38553,38756,38651,38762,0.016706
12.400000,38488,38889,38584,38703,0.016602
12.405000,38624,39047,38393,38446,0.016750
12.410000,38438,38854,38722,38616,0.016694
12.415000,38539,38967,38521,38659,0.016558
12.420000,38562,38956,38561,38604,0.016597
12.425000,38626,38928,38569,38538,0.016832
12.430000,38504,38895,38550,38706,0.016645
12.435000,38571,38939,38549,38649,0.016615
12.440000,38515,38794,38665,38889,0.016555
12.445000,38733,39052,38417,38317,0.016667
12.450000,38426,38980,38673,38603,0.016761
12.455000,38483,38943,38489,38683,0.016763
12.460000,38512,38735,38767,38845,0.016744
12.465000,38671,38991,38466,38550,0.016673
12.470000,38680,39030,38402,38456,0.016771
12.475000,38462,38764,38683,38839,0.016716
12.480000,38659,39040,38482,38357,0.016572
12.485000,38417,38751,38810,38701,0.016761
12.490000,38539,39010,38531,38450,0.016693
12.495000,38513,38730,38600,38880,0.016893
12.500000,38571,38941,38529,38581,0.016745
12.505000,38372,38920,38660,38727,0.016745
12.510000,38701,38813,38443,38698,0.016676
12.515000,38652,38917,38481,38442,0.016882
12.520000,38477,38736,38725,38719,0.017260
12.525000,38552,39119,38364,38422,0.017227
12.530000,38336,38693,38900,38863,0.016685
12.535000,38711,39133,38247,38230,0.016850
12.540000,38406,38723,38808,38945,0.016838
12.545000,38570,39098,38427,38484,0.016770
12.550000,38670,38899,38416,38630,0.016562
12.555000,38468,38829,38695,38793,0.016697
12.560000,38533,38940,38559,38500,0.016625
12.565000,38452,38757,38782,38872,0.016610
12.570000,38698,39104,38252,38398,0.016926
12.575000,38441,38845,38722,38652,0.016782
12.580000,38591,38886,38489,38575,0.017047
12.585000,38507,38912,38661,38570,0.016641
12.590000,38579,38904,38446,38584,0.016599
12.595000,38423,38936,38708,38658,0.016963
12.600000,38663,38968,38363,38574,0.016848
12.605000,38552,38841,38682,38671,0.016747
12.610000,38646,38880,38497,38610,0.016827
12.615000,38477,38833,38659,38732,0.016884
12.620000,38656,39008,38437,38483,0.017004
12.625000,38472,38671,38760,38797,0.017205
12.630000,38614,38964,38444,38592,0.016654
12.635000,38480,38863,38616,38610,0.017006
12.640000,38494,38871,38669,38626,0.016921
12.645000,38418,38910,38650,38685,0.016687
12.650000,38629,38880,38459,38773,0.018701
12.655000,38622,39043,38448,38386,0.016788
12.660000,38541,38822,38654,38718,0.016701
12.665000,38524,39061,38447,38497,0.016626
